diemel;17:10;;Kristall;145442375;crystal
BoeserWurm;2013:1;Narkolepi;Metall;259940400;metal
Xion;518:2;VN of pec;Asteroiden;5170;roids
Exitus;251:3;NL;Kristall Extraktoren;2568;ex_crystal
Exitus;251:3;NL;Metall Extraktoren;7228;ex_metal
Raptor66;351:9;NL;Scanverstärker;62000;amp
profsnake;55:1;n1c´e;Scanblocker;72900;blocker
Rosinenbomber;251:1;NL;Jäger;20000;s1
Luckystr1ker;18:2;w00t;Bomber;28000;s2
DarxX;51:7;NL;Fregatte;16600;s3
DarkHunter;666:8;w00t;Zerstörer;4215;s4
pomid21;80:6;zZz;Kreuzer;1425;s5
Exitus;251:3;NL;Schlachtschiff;605;s6
boerd;1830:1;Narkolepi;Träger;1400;s7
M3L0;731:6;zZz;Kaperschiff;116556;s9
capt.nemo;251:4;NL;Schutzschiff;177000;s10
NeilFlynn;68:5;Gummibaum;Rubium;50618;g1
Graf_Dest;59:8;ChiLLLax;Pulsar;8900;g2
Mooo;403:6;JallaJalla;Coon;960;g3
007;158:6;fluffy;Centurion;440;g4
EnteTainment;338:8;-KiBO-;Horus;100000;g5
