ichmuenster;32:3;KiDs;Kristall;328899066;crystal
ScRaP;251:8;NL;Metall;224939038;metal
R3dL4x;184:7;[Hippler];Asteroiden;16046;roids
Strebersdorfer;1830:8;Narkolepi;Kristall Extraktoren;4416;ex_crystal
4rn0;79:2;NL;Metall Extraktoren;11548;ex_metal
capt.nemo;251:4;NL;Scanverstärker;110000;amp
Laran;32:8;KiDs;Scanblocker;128018;blocker
M3L0;251:7;NL;Jäger;68503;s1
McBurn;66:2;Nordwand;Bomber;70200;s2
PerSePhon3;79:3;NL;Fregatte;35524;s3
DarkHunter;666:8;[Hippler];Zerstörer;9041;s4
.:lotus.:.roxX.:.you:.;731:1;Failtiere;Kreuzer;2545;s5
Dest;351:4;NL;Schlachtschiff;1850;s6
revilo;780:7;fluffy;Träger;2520;s7
kingz;26:4;-KiBO-;Kaperschiff;119811;s9
MoBBi;55:3;n1c´e;Schutzschiff;275500;s10
Mooo;403:6;[recce];Rubium;22500;g1
Torkar;2:2;fluffy;Pulsar;21235;g2
GoKu;2:7;fluffy;Coon;3821;g3
todi;518:1;VN of pec;Centurion;704;g4
Thrawn;666:5;[Hippler];Horus;267541;g5
