1;c0d3x;4:4;;1880
2;Hiob;1:1;;1583
3;Justy;4:8;;1391
4;jansp;1:2;;1374
5;Pug;1:3;;1188
6;Hawk;14:6;;898
7;Stacma;5:6;;895
8;macgyver;4:5;;893
9;NeKrOnOx;20:2;;783
10;Logan;4:2;;707
11;Mo3pMo3p;14:2;;686
12;BeN;5:4;;636
13;raupi;5:7;;622
14;Nemesis;9:2;;574
15;Caddy;4:7;;546
16;DISCOSTU;11:1;;541
17;Venom2k;14:5;;530
18;SmookieMcPod;6:2;;522
19;BiohazardSoldier;6:1;;518
20;DerZwerg;9:1;;467
21;Hinnerk;14:1;;450
22;fuchS;4:3;;415
23;Deadeye;11:3;;400
24;WeedOr;9:4;;372
25;One;18:2;;366
26;seppel;2:9;;364
27;poTTo;5:2;;364
28;Janni;14:8;;363
29;Snake4you;18:1;;357
30;Runie;14:3;;352
31;h4ck;5:8;;308
32;3rkons;13:4;;297
33;DarkRival;2:10;;263
34;Sacrifice;13:1;;262
35;MyonRashi;4:6;;250
36;Hans;8:1;;245
37;Gott;14:4;;215
38;Wittmann;18:4;;215
39;munk;5:3;;211
40;zeno;5:1;;210
41;kA;11:7;;207
42;oScom;5:5;;197
43;Khorgor;9:3;;190
44;Interceptor;2:2;;150
45;Schmitti;18:3;;130
46;ololol;3:1;;108
47;Frerk;11:2;;37
48;flitzepiepe;13:3;;36
49;Burloc;9:5;;31
50;tzoelen;2:11;;30
51;guru;2:8;;20
52;pHx;3:3;;9
53;noRdiC;3:8;;0
54;thieve;11:9;;0
55;Psychodelity;3:2;;0
56;SuupaaidioOT;2:4;;0
57;Gyr;12:1;;0
58;DeM;15:1;;0
59;Kampfgulasch;13:5;;0
60;Flar;11:4;;0
61;sushi;2:5;;0
62;icycut;10:1;;0
63;triple;2:1;;0
64;cKone;16:1;;0
65;PadX;13:9;;0
66;Bullrider;3:4;;0
67;k1k1;2:6;;0
68;m4j0r;13:2;;0
69;Mupfel;19:1;;0
70;hille;3:6;;0
71;Lexx;11:8;;0
72;v1per;2:7;;0
73;piZZab0y;2:3;;0
74;DamonX;7:1;;0
75;Scary;17:1;;0
