VenomLord;1337:5;MoR;Kristall;277325111;crystal
Blubberblase;1830:2;w00t;Metall;443050467;metal
R3dL4x;1830:7;w00t;Asteroiden;73108;roids
nico;68:7;NL;Kristall Extraktoren;5077;ex_crystal
nico;68:7;NL;Metall Extraktoren;8673;ex_metal
Chrissy;351:5;NL;Scanverstärker;156480;amp
Luckystr1ker;1111:2;[NR];Scanblocker;166000;blocker
lore;18:1;w00t;Jäger;107337;s1
LeXuS;18:3;w00t;Bomber;105419;s2
Thr-_-awn;18:2;w00t;Fregatte;55555;s3
capt.nemo;251:4;NL;Zerstörer;15500;s4
CH3ck0r;18:4;w00t;Kreuzer;7920;s5
HaSu-_-;18:9;w00t;Schlachtschiff;4444;s6
Terr0rSandmann;18:6;w00t;Träger;4610;s7
fatemode;18:8;w00t;Kaperschiff;261800;s9
mennO_son;68:10;NL;Schutzschiff;317931;s10
Mosl;106:9;-AsB-;Rubium;60000;g1
owned.by.sabbeL;731:8;JoKerZ;Pulsar;20629;g2
Uniti;35:1;[NR];Coon;3607;g3
Buddah;468:6;n1c´e;Centurion;1010;g4
4rn0;468:9;n1c´e;Horus;222000;g5
