Luckystr1ker;1111:2;#PDX;Kristall;539510688;crystal
Luckystr1ker;1111:2;#PDX;Metall;684275244;metal
bobsel;251:1;NL;Asteroiden;60251;roids
Sonny;780:5;JallaJalla;Kristall Extraktoren;5650;ex_crystal
Sonny;780:5;JallaJalla;Metall Extraktoren;11516;ex_metal
::76ers::MechWarrior;404:4;JallaJalla;Scanverstärker;200000;amp
Drastic;404:7;JallaJalla;Scanblocker;349300;blocker
Freestyle;780:1;JallaJalla;Jäger;138670;s1
ASozIaler;251:5;NL;Bomber;127432;s2
Laran;780:3;JallaJalla;Fregatte;57780;s3
Busenkneter;403:9;JallaJalla;Zerstörer;18625;s4
Ossi-_-;403:2;JallaJalla;Kreuzer;9500;s5
no-Limit.SoLdier;125:8;NL;Schlachtschiff;4000;s6
Attentat;403:3;JallaJalla;Träger;5564;s7
Sonny;780:5;JallaJalla;Kaperschiff;1111111;s9
Messemaker;351:4;NL;Schutzschiff;532880;s10
xXSaiXx;456:6;FAGS;Rubium;60000;g1
morpheuz;403:1;JallaJalla;Pulsar;30750;g2
Woznafi;780:9;JallaJalla;Coon;4916;g3
007;40:7;-AsB-;Centurion;1200;g4
::76ers::MechWarrior;404:4;JallaJalla;Horus;286171;g5
