capt.nemo;251:2;-s!w-;Kristall;267730786;crystal
capt.nemo;251:2;-s!w-;Metall;324974217;metal
Gammler;4:5;;Asteroiden;32000;roids
kingz;3:4;-KiBO-;Kristall Extraktoren;3046;ex_crystal
argu;3:5;-KiBO-;Metall Extraktoren;7382;ex_metal
argu;3:5;-KiBO-;Scanverstärker;120947;amp
SpeedShrimp;7:2;AAPNMS;Scanblocker;120000;blocker
cranK;3:8;-KiBO-;Jäger;44367;s1
Messemaker;7:6;AAPNMS;Bomber;79247;s2
kingz;3:4;-KiBO-;Fregatte;37000;s3
Skyfighter;7:7;AAPNMS;Zerstörer;12579;s4
Laran;3:1;-KiBO-;Kreuzer;6380;s5
todi;251:8;-s!w-;Schlachtschiff;1991;s6
cranK;3:8;-KiBO-;Träger;4701;s7
daNnyTigA;7:3;AAPNMS;Kaperschiff;476347;s9
SpeedShrimp;7:2;AAPNMS;Schutzschiff;185000;s10
Jonnyimba;55:2;[n1c\'e];Rubium;88614;g1
no-Limit.SoLdier;24:5;Juergen;Pulsar;16700;g2
todi;251:8;-s!w-;Coon;1322;g3
Barney;251:3;-s!w-;Centurion;2140;g4
microbi;3:6;-KiBO-;Horus;153500;g5
