KoKo;21:4;ELS;Kristall;200373498;crystal
CramzZz;4:8;n1ce;Metall;390618671;metal
Xander;26:3;-KiBO-;Asteroiden;3333;roids
Leca;7:6;-KiBO-;Kristall Extraktoren;4897;ex_crystal
bordi;2:8;-SSB-;Metall Extraktoren;7020;ex_metal
GreatFireball;76:2;HEROES;Scanverstärker;58645;amp
ToTalWAR;768:5;[Hippler];Scanblocker;60999;blocker
P601L;26:2;-KiBO-;Jäger;51299;s1
DarkWarrior;300:1;-GAHQ-;Bomber;38680;s2
mufu;338:6;ELS;Fregatte;22813;s3
Bachus;338:3;ELS;Zerstörer;7769;s4
Alkz;1830:8;Narko;Kreuzer;3840;s5
Benton;7:3;-KiBO-;Schlachtschiff;1472;s6
DarkHunter;666:4;w00t;Träger;1719;s7
KingBono;2:5;-SSB-;Kaperschiff;207000;s9
sharky;338:8;ELS;Schutzschiff;257000;s10
BlooD;55:8;n1ce;Rubium;56360;g1
Kampmann;80:6;HEROES;Pulsar;9309;g2
KC-ELB;2222:1;M-I;Coon;1327;g3
BackinBlack;55:7;n1ce;Centurion;662;g4
LordSky;76:4;HEROES;Horus;207711;g5
