Sweeper;9:1;-KiBO-;Kristall;288908007;crystal
2_of_8;6:2;WsB;Metall;248317492;metal
Beelzebub;2:2;;Asteroiden;666;roids
Stroml;3:2;Monster AG;Kristall Extraktoren;3319;ex_crystal
Stroml;3:2;Monster AG;Metall Extraktoren;5431;ex_metal
Pyro;2:7;;Scanverstärker;113111;amp
Mamsell;5:1;BashiBashi;Scanblocker;147721;blocker
3k1;5:3;BashiBashi;Jäger;85029;s1
Pesto;2:4;;Bomber;110001;s2
Daki;5:2;BashiBashi;Fregatte;16000;s3
TiVoX;10:2;;Zerstörer;6666;s4
Stroml;3:2;Monster AG;Kreuzer;2500;s5
RubberBear;8:1;[DgT] ;Schlachtschiff;1800;s6
Stroml;3:2;Monster AG;Träger;2100;s7
RubberDuck;3:6;Monster AG;Kaperschiff;179237;s9
RubberDuck;3:6;Monster AG;Schutzschiff;148130;s10
Messemaker;9:4;-KiBO-;Rubium;109480;g1
weini2k;10:3;;Pulsar;15000;g2
Messemaker;9:4;-KiBO-;Coon;2250;g3
Meister;2:10;;Centurion;1001;g4
LarsVader;2:8;;Horus;450000;g5
