Viper;18:5;w00t;Kristall;213909970;crystal
Viper;18:5;w00t;Metall;236587250;metal
fLEkkenzwergg;518:1;VN of pec;Asteroiden;24500;roids
Herr_Schubert;7:4;-KiBO-;Kristall Extraktoren;4020;ex_crystal
M3L0;251:2;NL;Metall Extraktoren;7168;ex_metal
Laran;403:5;w00t;Scanverstärker;124403;amp
eLi;5:4;-FC-;Scanblocker;116820;blocker
Attentat;403:3;w00t;Jäger;60900;s1
Wolf;56:7;-FC-;Bomber;54325;s2
Destiny;18:1;w00t;Fregatte;28529;s3
nico;80:6;zZz;Zerstörer;10665;s4
MoBBi;55:3;n1c´e;Kreuzer;4000;s5
morpheuz;403:9;w00t;Schlachtschiff;1535;s6
007;403:1;w00t;Träger;2420;s7
Carpenter;7:3;-KiBO-;Kaperschiff;183000;s9
Sidda;338:1;-KiBO-;Schutzschiff;276000;s10
Ismaeli;106:4;°o° ;Rubium;59292;g1
Torkar;2:2;fluffy;Pulsar;16450;g2
GoKu;2:7;fluffy;Coon;3471;g3
Baader;6:7;[OutlawZ];Centurion;708;g4
Caana;4:1;Plüschis;Horus;129432;g5
