1;NeKrOnOx;137:1;;2556
2;Lord-ENZO;137:2;;2116
3;Wolf2k;137:7;;530
4;busTa;1:2;;200
5;seppel;5:4;;114
6;BiohazardSoldier;140:2;;100
7;AsterixXx;13:5;;92
8;xXxNevaDiexXx;1:3;;7
9;Flowshee;6:3;;0
10;Wurstbrot;3:1;;0
11;Hacksaw;1:1;;0
12;WieGehtDiesesSpiel;31:4;;0
13;AffeMitWaffe;4:1;;0
14;Ezy;10:2;;0
15;Sorial;8:3;;0
16;One_Of_Eight;7:1;;0
17;pinky;19:2;;0
18;raupi;16:2;;0
19;xchrisx;10:4;;0
20;loreGOESmulti;19:1;;0
21;13obbel;6:4;;0
22;yellow.alien;12:1;;0
23;Nightmare;137:3;;0
24;Die-Grüne-Galaxie;18:2;;0
25;SevenSez;17:3;;0
26;fanat1c;15:1;;0
27;germane;11:1;;0
28;stl.silence;6:2;;0
29;tealc;31:2;;0
30;Chrisman;14:1;;0
31;bOoMeR;3:2;;0
32;Bastard;17:2;;0
33;PhiLLoW;9:1;;0
34;saubaeer;10:1;;0
35;bitburger;5:1;;0
36;Siith;13:4;;0
37;rul0r;16:3;;0
38;Lorenor-Zorro;15:2;;0
39;ichpwneuchihrkellerkinder;12:3;;0
40;Cyberroller;1:4;;0
41;trymson;18:1;;0
42;mokkelinho;12:2;;0
43;KarmaPolice;8:2;;0
44;PRESTiGE;5:2;;0
45;Unholy16-XT;13:1;;0
46;klaubaeer;31:3;;0
47;BrainBug;138:1;;0
48;Ben-Mirro;10:3;;0
49;bardock01;8:1;;0
50;HappySkul.de;6:1;;0
51;Schmitti;17:4;;0
52;Ch4ser;17:1;;0
53;lore;5:3;;0
54;-evuel-;2:1;;0
55;Hiob;2:2;;0
56;West;8:4;;0
57;kumba_y0;138:4;;0
58;Scott;12:4;;0
